49	0	31867106068791296	0
49	0	31847756645531649	0
49	0	31844905143771137	0
49	0	31844405954482176	0
49	0	31831531446075393	0
49	0	31827889909403648	0
49	0	31823094465175552	0
49	0	31813713640030208	0
49	0	31810822032326657	0
49	0	31800740192190464	0
49	0	31795042314092545	0
49	0	31793472423862272	0
49	0	31793341301526528	0
49	0	31792718476738561	0
49	0	31776419226849280	0
49	0	31775600624541696	0
49	0	31772564695031808	0
49	0	31768917974188032	0
49	0	31762050690588672	0
49	0	31761507104595968	0
49	0	31757579466055680	0
49	0	31751078735253504	0
49	0	31740074131456001	0
49	0	31737667603406849	0
49	0	31733093396119552	0
49	0	31731606611824640	0
49	0	31729189790945280	0
49	0	31729127878828032	0
49	0	31721111326556161	0
49	0	31720198834757633	0
49	0	31716156884647937	0
49	0	31714371382026240	0
49	0	31713042987225091	0
49	0	31709904930603008	0
49	0	31709876178653184	0
49	0	31697865919172608	0
49	0	31694822221811714	0
49	0	31683322287497216	0
49	0	31676395608350720	0
49	0	31671562805444608	0
49	0	31644443790544896	0
49	0	31633374997123072	0
49	0	31627734769737728	0
49	0	31598292315934720	0
49	0	31579338897887232	0
49	0	31563673323438080	0
49	0	31544014821920768	0
49	0	31540001195950080	0
49	0	31537973761679362	0
49	0	31533350762053634	0
49	0	31524626127396864	0
49	0	31522710861385728	0
49	0	31521116690325504	0
49	0	31510485794816000	0
49	0	31508635456643072	0
49	0	31502106389118977	0
49	0	31499776683933696	0
49	0	31494597444108288	0
49	0	31494485774958592	0
49	0	31494321660231680	0
49	0	31494092974198785	0
49	0	31494084661084160	0
49	0	31491880462061568	0
49	0	31486217694482432	0
49	0	31484693715091456	0
49	0	31483788978556928	0
49	0	31482871810101248	0
49	0	31481138606247936	0
49	0	31479063524675584	0
49	0	31478178308427776	0
49	0	31477135927414784	0
49	0	31475445023121408	0
49	0	31474863600308224	0
49	0	31473891469697024	0
49	0	31471695042707457	0
49	0	31471089397800960	0
49	0	31468633548922880	0
49	0	31464272215154688	0
49	0	31462890519138305	0
49	0	31462381213192192	0
49	0	31459196989865984	0
49	0	31457991953747968	0
49	0	31457564008914944	0
49	0	31456968614871040	0
49	0	31454836151033856	0
49	0	31435314874548224	0
49	0	31432145637474305	0
49	0	31430320360263680	0
49	0	31426372077359104	0
49	0	31425611159306241	0
49	0	31420538291232768	0
49	0	31413717388234752	0
49	0	31404095747129344	0
49	0	31395560535625729	0
49	0	31392405932474368	0
49	0	31392404326055936	0
49	0	31380247010086912	0
49	0	31369941764546560	0
49	0	31365408598528000	0
49	0	31353834857046016	0
49	0	31345708850221056	0
49	0	31332907297542144	0
49	0	31318996494057473	0
49	0	31306191845982208	0
49	0	31302414527111169	0
49	0	31291921959747584	0
49	0	31283787530764288	0
49	0	31282540237033472	0
49	0	31271791179599872	0
49	0	31263041010016256	0
49	0	31261817690923008	0
49	0	31256626484740096	0
49	0	31249852717342720	0
49	0	31247531786637312	0
49	0	31243689170829312	0
49	0	31240391692918784	0
49	0	31226744983785472	0
49	0	31213268995411968	0
49	0	31212834431963136	0
49	0	31181287960084482	0
49	0	31175885272911872	0
49	0	31167282067542016	0
49	0	31162375390367744	0
49	0	31158789310775296	0
49	0	31154937345875968	0
49	0	31144631425040384	0
49	0	31133972125720576	0
49	0	31132193287839744	0
49	0	31132001088053248	0
49	0	31115668636049408	0
49	0	31114112557645824	0
49	0	31096005491425280	0
49	0	31088840013783042	0
49	0	31085443894218752	0
49	0	31084674503671808	0
49	0	31068812463833088	0
49	0	31064054474735617	0
49	0	31061644213755904	0
49	0	31051392953098241	0
49	0	31050045499383808	0
49	0	31044738354253824	0
49	0	31037571173720064	0
49	0	31035037436608512	0
49	0	31033872443506688	0
49	0	31024672598392833	0
49	0	31022926639661056	0
49	0	31020217756811264	0
49	0	31015036205932545	0
49	0	31013739121610753	0
49	0	31011351472119808	0
49	0	30997992957812736	0
49	0	30987987319787520	0
49	0	30977645021765633	0
49	0	30977485986332672	0
49	0	30973520112517121	0
49	0	30971498835480576	0
49	0	30943496902803457	0
49	0	30916672059613184	0
49	0	30900660408946688	0
49	0	30894107916242944	0
49	0	30891059345096704	0
49	0	30887911733862400	0
49	0	30882802761207808	0
49	0	30876870706724864	0
49	0	30871551041601536	0
49	0	30856499827970048	0
49	0	30851285758513153	0
49	0	30850299618922496	0
49	0	30840353938477056	0
49	0	30831188176281600	0
49	0	30826447425773569	0
49	0	30821875617632256	0
49	0	30799985612165120	0
49	0	30798315658412032	0
49	0	30797411735568385	0
49	0	30796435741999105	0
49	0	30783835524300800	0
49	0	30783810249433088	0
49	0	30771382283407360	0
49	0	30769702187831296	0
49	0	30758006060752896	0
49	0	30746831033991168	0
49	0	30733660873293824	0
49	0	30733390583963649	0
49	0	30731092516405249	0
49	0	30721013201240065	0
49	0	30714198107365377	0
49	0	30701680903331841	0
49	0	30699185414082560	0
49	0	30697410837614592	0
49	0	30686895180611584	0
49	0	30686087303143424	0
49	0	30683542778286080	0
49	0	30675885946306560	0
49	0	30668448270913537	0
49	0	30662478178291712	0
49	0	30661482534412288	0
49	0	30655913094287360	0
49	0	30647159619592192	0
49	0	30647035698880513	0
49	0	30623999469821952	0
49	0	30615949702856704	0
49	0	30608683968765952	0
49	0	30570553546903552	0
49	0	30525909563867136	0
49	0	30523563228266496	0
49	0	30523133245001728	0
49	0	30503857536638976	0
49	0	30492931005612032	0
49	0	30452803826622466	0
49	0	30449833303080960	0
49	0	30439857062944768	0
49	0	30422776011558912	0
49	0	30414545319104512	0
49	0	30411500271181824	0
49	0	30398496490131456	0
49	0	30397831500005376	0
49	0	30373424987643904	0
49	0	30373359204171776	0
49	0	30372957297573889	0
49	0	30366732874940417	0
49	0	30365275782127616	0
49	0	30361904736116738	0
49	0	30357441312989184	0
49	0	30349244317564928	0
49	0	30346641240227840	0
49	0	30331967018897408	0
49	0	30328219433439232	0
49	0	30319433318666240	0
49	0	30316269957808128	0
49	0	30309634728267776	0
49	0	30308847000227840	0
49	0	30306936138244096	0
49	0	30303865953845249	0
49	0	30285050637455360	0
49	0	30273593405345792	0
49	0	30271938500763648	0
49	0	30266490108248064	0
49	0	30250113033048064	0
49	0	30248860785836032	0
